"","sp_atlas","Accepted_SPNAME","HWI","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Range.Size","BL_name","BT_name","FP","Shapefile_name","sd_PC1","sd_PC2"
"636","Nisaetus nipalensis","Nisaetus nipalensis","25.1","3004.99","Forest","1","1","Carnivore","Vertivore","Insessorial","2149247.14","Nisaetus nipalensis","Nisaetus nipalensis",6.50558181497019,"Nisaetus nipalensis",1.5700084268922,1.11276260655339
"637","Nucifraga caryocatactes","Nucifraga caryocatactes","24.4","182.51","Forest","1","2","Omnivore","Granivore","Insessorial","17894760.51","Nucifraga caryocatactes","Nucifraga caryocatactes",8.13257484355584,"Nucifraga caryocatactes",1.22662643670538,1.02932191467862
"638","Numenius arquata","Numenius arquata","53.2","802.99","Grassland","3","3","Carnivore","Aquatic predator","Terrestrial","12491410.25","Numenius arquata","Numenius arquata",9.11570527805301,"Numenius arquata",1.07785136750795,1.07314948200485
"639","Numenius phaeopus","Numenius phaeopus","53.5","364.57","Grassland","3","3","Carnivore","Omnivore","Terrestrial","4802995.65","Numenius phaeopus","Numenius phaeopus",16.3971846348197,"Numenius phaeopus",1.16765431126098,0.81151463453773
"640","Nyctanassa violacea","Nyctanassa violacea","34.6","681.67","Coastal","3","2","Carnivore","Aquatic predator","Terrestrial","4196603.05","Nyctanassa violacea","Nyctanassa violacea",28.4574940657002,"Nyctanassa violacea",1.53603691989557,1.07182849326322
"641","Nycticorax nycticorax","Nycticorax nycticorax","33.1","810","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","50345275.03","Nycticorax nycticorax","Nycticorax nycticorax",19.5481725092457,"Nycticorax nycticorax",1.7895382302138,1.42872436603276
"642","Oenanthe deserti","Oenanthe deserti","29.4","19.84","Grassland","3","2","Carnivore","Invertivore","Insessorial","7736786.49","Oenanthe deserti","Oenanthe deserti",7.17791396939091,"Oenanthe deserti",0.871141974166858,0.85731651112244
"643","Oenanthe deserti","Oenanthe deserti","29.4","19.84","Grassland","3","2","Carnivore","Invertivore","Insessorial","7736786.49","Oenanthe seebohmi","Oenanthe deserti",7.17791396939091,"Oenanthe deserti",0.871141974166858,0.85731651112244
"644","Oenanthe finschii","Oenanthe finschii","23.7","27.38","Rock","3","3","Carnivore","Invertivore","Insessorial","1767328.78","Oenanthe finschii","Oenanthe finschii",2.71844399672007,"Oenanthe finschii",0.560515505470716,0.935541504294459
"645","Oenanthe hispanica","Oenanthe hispanica","26.4","15.04","Shrubland","2","3","Omnivore","Invertivore","Insessorial","3529344.19","Oenanthe hispanica","Oenanthe hispanica",3.22340687179091,"Oenanthe hispanica",0.6342897048977,1.15466199917343
"646","Oenanthe isabellina","Oenanthe isabellina","28.8","29.4","Shrubland","3","3","Carnivore","Invertivore","Insessorial","11710698.47","Oenanthe isabellina","Oenanthe isabellina",3.41502334642091,"Oenanthe isabellina",0.773512178827537,1.10057311012021
"647","Oenanthe leucura","Oenanthe leucura","21.5","41","Rock","3","2","Carnivore","Invertivore","Insessorial","1288299.84","Oenanthe leucura","Oenanthe leucura",4.17569757012007,"Oenanthe leucura",0.509808438035512,1.1328225716626
"648","Oenanthe oenanthe","Oenanthe oenanthe","32.1","25.39","Grassland","3","3","Carnivore","Invertivore","Insessorial","29332212.99","Oenanthe oenanthe","Oenanthe oenanthe",5.70145438312091,"Oenanthe oenanthe",1.25337486452693,1.2327882557841
"649","Oenanthe pleschanka","Oenanthe pleschanka","28.3","19.36","Rock","3","3","Carnivore","Invertivore","Insessorial","8846595.23","Oenanthe pleschanka","Oenanthe pleschanka",3.22340687179091,"Oenanthe pleschanka",0.723525476140898,1.03577435990145
"650","Onychoprion fuscatus","Onychoprion fuscatus","67.5","185.72","Marine","3","2","Carnivore","Aquatic predator","Aerial","180205.31","Onychoprion fuscatus","Sterna fuscata",8.79325894229154,NA,NA,NA
"651","Oporornis formosus","Geothlypis formosa","24.9","14","Forest","1","3","Carnivore","Invertivore","Generalist","1970256.38","Geothlypis formosa","Oporornis formosus",4.4895245600992,"Geothlypis formosa",0.708843124544145,0.58904796243177
"652","Oporornis philadelphia","Geothlypis philadelphia","25.3","11.74","Forest","1","3","Carnivore","Invertivore","Insessorial","2709565.27","Geothlypis philadelphia","Oporornis philadelphia",2.88301867776586,"Geothlypis philadelphia",0.785406646294935,0.922726897019945
"653","Oriolus oriolus","Oriolus oriolus","38.5","79","Woodland","1","3","Omnivore","Omnivore","Insessorial","13665114.77","Oriolus oriolus","Oriolus oriolus",5.67043250443364,"Oriolus oriolus",0.904946724243999,0.914783813597737
"654","Otis tarda","Otis tarda","42.7","6759.92","Grassland","3","2","Omnivore","Omnivore","Terrestrial","4521984.02","Otis tarda","Otis tarda",27.3373778655917,"Otis tarda",0.874951837014981,1.07601006029908
"655","Otus elegans","Otus elegans","34.7","124","Forest","1","1","Carnivore","Invertivore","Insessorial","4014.39","Otus elegans","Otus elegans",6.85776112473124,"Otus elegans",0.665914453105568,0.392500378502036
"656","Otus lempiji","Otus lempiji","22.8","115","Forest","2","1","Carnivore","Invertivore","Insessorial","1486775.34","Otus lempiji","Otus lempiji",4.2647436529027,"Otus lempiji",0.816602794701903,0.645949142597655
"657","Otus scops","Otus scops","34.7","92","Woodland","2","3","Carnivore","Invertivore","Insessorial","8787736.92","Otus scops","Otus scops",6.69812226642457,"Otus scops",0.906023681156621,1.04712966321011
"658","Otus sunia","Otus sunia","30.1","78.09","Forest","1","1","Carnivore","Invertivore","Insessorial","7325311.2","Otus sunia","Otus sunia",6.02469440011695,"Otus sunia",1.96774403891434,1.21481882411996
"659","Oxyura jamaicensis","Oxyura jamaicensis","41.9","608.15","Wetland","3","1","Omnivore","Aquatic predator","Aquatic","8821560.01","Oxyura jamaicensis","Oxyura jamaicensis",9.54640539992411,"Oxyura jamaicensis",1.3354864189302,1.03600101676943
"660","Oxyura leucocephala","Oxyura leucocephala","47","661.09","Wetland","3","1","Omnivore","Aquatic predator","Aquatic","4016410.78","Oxyura leucocephala","Oxyura leucocephala",8.95563229947411,"Oxyura leucocephala",0.82661069935873,0.86836751464055
"661","Pagophila eburnea","Pagophila eburnea","61","549.99","Marine","3","2","Carnivore","Aquatic predator","Aerial","17367390.8","Pagophila eburnea","Pagophila eburnea",6.52216175301887,"Pagophila eburnea",1.00143481824514,0.577912181122381
"662","Pandion haliaetus","Pandion haliaetus","44.9","1483.2","Marine","3","3","Carnivore","Aquatic predator","Aerial","31298390.01","Pandion haliaetus","Pandion haliaetus",51.1403885956937,"Pandion haliaetus",2.17799596045982,1.25573628218379
"663","Panurus biarmicus","Panurus biarmicus","22.1","13.82","Wetland","3","2","Omnivore","Invertivore","Insessorial","11689099.28","Panurus biarmicus","Panurus biarmicus",25.7333572979797,"Panurus biarmicus",0.90509634087646,1.25836868432057
"664","Parula americana","Setophaga americana","28.1","7.84","Forest","2","3","Carnivore","Invertivore","Insessorial","3355702.9","Setophaga americana","Parula americana",3.31064899045136,"Setophaga americana",1.02255205020895,0.730332991441881
"665","Parus ater","Parus afer","21.9","9.2","Forest","1","1","Omnivore","Invertivore","Insessorial","18987457.58",NA,"Parus afer",6.88616540003831,NA,NA,NA
"666","Parus ater","Parus afer","21.9","9.2","Forest","1","1","Omnivore","Invertivore","Insessorial","18987457.58",NA,"Parus ater",10.3380386323986,NA,NA,NA
"667","Parus caeruleus","Elanus caeruleus","21","11.1","Forest","1","1","Omnivore","Invertivore","Insessorial","8753389.8","Elanus caeruleus","Elanus caeruleus",18.4545950284568,"Elanus caeruleus",1.58055161861702,1.6642417629621
"668","Parus caeruleus","Elanus caeruleus","21","11.1","Forest","1","1","Omnivore","Invertivore","Insessorial","8753389.8","Elanus caeruleus","Parus caeruleus",9.55499775981847,"Elanus caeruleus",1.58055161861702,1.6642417629621
"669","Parus cristatus","Lanius cristatus","19.8","11.04","Woodland","1","1","Omnivore","Invertivore","Insessorial","5918314.94","Lanius cristatus","Lanius cristatus",3.78480797034928,"Lanius cristatus",1.32009064515094,1.1622871987509
"670","Parus cristatus","Lanius cristatus","19.8","11.04","Woodland","1","1","Omnivore","Invertivore","Insessorial","5918314.94","Lanius cristatus","Parus cristatus",10.1854924449319,"Lanius cristatus",1.32009064515094,1.1622871987509
"671","Parus major","Parus major","18.7","16.25","Woodland","2","1","Omnivore","Invertivore","Insessorial","32577984.28","Parus major","Parus major",10.4476749925883,"Parus major",1.86361170142411,1.29553506542626
"672","Parus minor","Parus minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Parus montanus","Passer montanus","17.7","11.1","Forest","1","1","Omnivore","Invertivore","Insessorial","22224877.5","Passer cinnamomeus","Parus montanus",9.71165852527592,"Passer montanus",2.18757591685412,1.25446091114363
"674","Parus montanus","Passer montanus","17.7","11.1","Forest","1","1","Omnivore","Invertivore","Insessorial","22224877.5","Passer cinnamomeus","Passer montanus",5.72252454309913,"Passer montanus",2.18757591685412,1.25446091114363
"675","Parus montanus","Passer montanus","17.7","11.1","Forest","1","1","Omnivore","Invertivore","Insessorial","22224877.5","Passer montanus","Parus montanus",9.71165852527592,"Passer montanus",2.18757591685412,1.25446091114363
"676","Parus montanus","Passer montanus","17.7","11.1","Forest","1","1","Omnivore","Invertivore","Insessorial","22224877.5","Passer montanus","Passer montanus",5.72252454309913,"Passer montanus",2.18757591685412,1.25446091114363
"677","Parus palustris","Parus holsti","17.9","11.14","Forest","1","1","Omnivore","Invertivore","Insessorial","9072135.09",NA,"Parus holsti",11.4601626458716,NA,NA,NA
"678","Parus palustris","Parus holsti","17.9","11.14","Forest","1","1","Omnivore","Invertivore","Insessorial","9072135.09",NA,"Parus palustris",10.4476749925883,NA,NA,NA
"679","Passer domesticus","Passer domesticus","27.3","26.51","Human Modified","3","1","Herbivore","Granivore","Terrestrial","34661699.72","Passer domesticus","Passer domesticus",4.95429471968961,"Passer domesticus",1.50879042844396,1.44083330191605
"680","Passer hispaniolensis","Passer hispaniolensis","26","24.2","Shrubland","2","1","Herbivore","Granivore","Terrestrial","4197257.38","Passer hispaniolensis","Passer hispaniolensis",5.12354972293961,"Passer hispaniolensis",0.777803391797437,1.08823984702
"681","Passer italiae","Passer italiae","26","28.3","Human Modified","3","1","Herbivore","Granivore","Terrestrial","312371.57","Passer italiae",NA,NA,"Passer italiae",0.239789959605996,0.427165678924768
"682","Passer montanus","Passer montanus","24.6","21.39","Woodland","2","1","Omnivore","Granivore","Terrestrial","39069801.39","Passer cinnamomeus","Parus montanus",9.71165852527592,"Passer montanus",2.18757591685412,1.25446091114363
"683","Passer montanus","Passer montanus","24.6","21.39","Woodland","2","1","Omnivore","Granivore","Terrestrial","39069801.39","Passer cinnamomeus","Passer montanus",5.72252454309913,"Passer montanus",2.18757591685412,1.25446091114363
"684","Passer montanus","Passer montanus","24.6","21.39","Woodland","2","1","Omnivore","Granivore","Terrestrial","39069801.39","Passer montanus","Parus montanus",9.71165852527592,"Passer montanus",2.18757591685412,1.25446091114363
"685","Passer montanus","Passer montanus","24.6","21.39","Woodland","2","1","Omnivore","Granivore","Terrestrial","39069801.39","Passer montanus","Passer montanus",5.72252454309913,"Passer montanus",2.18757591685412,1.25446091114363
"686","Passer rutilans","Passer rutilans","31.5","18.46","Forest","2","1","Herbivore","Granivore","Terrestrial","4611660.97",NA,"Passer rutilans",5.00971791849358,NA,NA,NA
"687","Passerculus sandwichensis","Passerculus sandwichensis","24.1","19.97","Grassland","3","3","Omnivore","Omnivore","Generalist","13886974.46","Passerculus sandwichensis","Passerculus sandwichensis",6.04758673960906,"Passerculus sandwichensis",1.2711569025566,1.04936853018727
"688","Passerina caerulea","Passerina caerulea","22.9","27.39","Forest","2","3","Carnivore","Invertivore","Generalist","5300267.2","Passerina caerulea","Passerina caerulea",6.77580318178091,"Passerina caerulea",1.40166285075786,1.16280941214084
"689","Passerina cyanea","Passerina cyanea","22.5","14.69","Shrubland","2","3","Herbivore","Granivore","Terrestrial","5700834.65","Passerina cyanea","Passerina cyanea",9.22591134644758,"Passerina cyanea",0.990233168077461,0.972490766869452
"690","Pastor roseus","Pastor roseus","36.8","72.97","Grassland","3","3","Omnivore","Omnivore","Insessorial","5911355.59","Pastor roseus","Sturnus roseus",6.83529927338694,NA,NA,NA
"691","Pelagodroma marina","Pelagodroma marina","54.1","47.2","Marine","3","3","Carnivore","Aquatic predator","Aerial","104837176.2","Pelagodroma marina","Pelagodroma marina",23.0815421962216,"Pelagodroma marina",1.18979098733772,0.967266683540582
"692","Pelecanus crispus","Pelecanus crispus","43.3","9512.09","Wetland","3","2","Carnivore","Aquatic predator","Aquatic","3326029.46","Pelecanus crispus","Pelecanus crispus",27.2657296726708,"Pelecanus crispus",0.706272668455905,0.883488358114834
"693","Pelecanus onocrotalus","Pelecanus onocrotalus","42.1","9322.31","Wetland","3","2","Carnivore","Aquatic predator","Aquatic","810182.64","Pelecanus onocrotalus","Pelecanus onocrotalus",26.4274779646708,"Pelecanus onocrotalus",1.33321566203987,1.39720614093599
"694","Perdix perdix","Perdix perdix","33.8","405.3","Grassland","3","1","Herbivore","Omnivore","Terrestrial","10032916.79","Perdix perdix","Perdix perdix",6.56037558895339,"Perdix perdix",0.874253932554375,0.763905475808932
"695","Pericrocotus divaricatus","Pericrocotus divaricatus","40.5","24.6","Forest","2","3","Carnivore","Invertivore","Insessorial","947644.87","Pericrocotus divaricatus","Pericrocotus divaricatus",5.41772410524581,"Pericrocotus divaricatus",1.90575462923432,1.47789017154401
"696","Periparus ater","Periparus ater","21.9","9.2","Forest","1","1","Omnivore","Invertivore","Insessorial","18987457.58","Periparus ater",NA,NA,"Periparus ater",1.3234766312483,1.18373236172151
"697","Perisoreus canadensis","Perisoreus canadensis","18.1","71.58","Forest","1","1","Omnivore","Omnivore","Insessorial","7301159.58","Perisoreus canadensis","Perisoreus canadensis",10.8686435331956,"Perisoreus canadensis",1.0898302448878,0.863933932324689
"698","Perisoreus infaustus","Perisoreus infaustus","17.4","84.4","Forest","1","1","Omnivore","Omnivore","Insessorial","11840129.85","Perisoreus infaustus","Perisoreus infaustus",7.73930160669559,"Perisoreus infaustus",0.937239193074053,1.04032382210512
"699","Pernis apivorus","Pernis apivorus","37.9","754.37","Forest","1","3","Carnivore","Invertivore","Insessorial","9317297.54","Pernis apivorus","Pernis apivorus",12.8022788770289,"Pernis apivorus",0.827684585782514,0.664463778738748
"700","Pernis ptilorhynchus","Pernis ptilorhynchus","32","1141.13","Woodland","2","1","Carnivore","Invertivore","Insessorial","11263289.52","Pernis ptilorhynchus","Pernis ptilorhyncus",11.6487125465289,NA,NA,NA
"701","Petrochelidon pyrrhonota","Petrochelidon pyrrhonota","49","21.6","Grassland","3","3","Carnivore","Invertivore","Aerial","11994340.08","Petrochelidon pyrrhonota","Petrochelidon pyrrhonota",5.71315814817206,"Petrochelidon pyrrhonota",1.20026597977977,1.04416259069946
"702","Petronia petronia","Petronia petronia","33.4","30.2","Rock","3","1","Herbivore","Granivore","Terrestrial","7800913.29","Petronia petronia","Petronia petronia",7.61761311753562,"Petronia petronia",1.05836238418187,1.14925282466363
"703","Phalacrocorax auritus","Phalacrocorax auritus","40.8","1806.49","Marine","3","2","Carnivore","Aquatic predator","Aquatic","4311610.21",NA,"Phalacrocorax auritus",4.25427654019644,NA,NA,NA
"704","Phalacrocorax capillatus","Phalacrocorax capillatus","39","2801.78","Marine","3","1","Carnivore","Aquatic predator","Aquatic","71833.77","Phalacrocorax capillatus","Phalacrocorax capillatus",3.54500822286059,"Phalacrocorax capillatus",0.906130308806018,1.35995994769449
"705","Phalacrocorax carbo","Phalacrocorax carbo","37.1","2528.97","Wetland","3","2","Carnivore","Aquatic predator","Aquatic","24540701.98","Phalacrocorax carbo","Phalacrocorax carbo",7.01548102184836,"Phalacrocorax carbo",1.52201820291696,1.63139479700237
